"content","key_term","concept","ls","Emotions","Contributor","title","URL","Created_time"
"““In a way, I knew my life was much different always! It was really the U.S. teachers who pointed it out. It is beckoning for me to come back.”” ",,,,"Interest, Nostalgic, Pensiveness",Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:51 PM"
"“I noticed probably in elementary school in Puerto Rico that I was different. The other kids didn’t look like me; they called me “gringo,” and I was the only one leaving to go to the United States every summer and Christmas.”",,,Adolescence,"Nostalgic, Sadness",Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:51 PM"
"“When I moved back to Korea in the middle of sixth grade, I lived overseas again and I knew I was different. I sensed “something” in the second and third grade too. Also, when I left Turkey rather quickly and returned to NC for a year in high school, I knew I was different.”",,,Adolescence,"Acceptance, Nostalgic",Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:51 PM"
"““TCK life helped me experience everything life has to offer, made life easier moving so much. First-hand living in the culture, you could not help growing up quicker.””",,,Adolescence,,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:51 PM"
““I’d walk by myself with my won to the local shop in my Korean neighborhood to get Korean cookies and treats. I was quite young in Korea.””,"home, language",,Toddlerhood,,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:51 PM"
"““teachers overseas made you feel comfortable, took the time to build relationships with me and my family.” EE expressed, “I experienced this all throughout U.S. schools, cultural sensitivity is really lacking in the United States.””",international school,TCK,Adolescence,,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:51 PM"
"““in my college Asian Culture class, my professor used my experiences from having lived in three countries in Asia, it complemented his teaching and gave credibility to what he was saying in class.””",,"Asian, TCK, cultural difference",Adolescence,,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:50 PM"
"““U.S. teachers thought I was strange, they had small town mentality. Overseas teachers were intrigued with me and me with them so we connected better.””","international school, language, parents",,Adolescence,,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:50 PM"
"“Coupland’s (1994) Life After God book: Home to me, as I have said, is a shared electronic dream of cartoon memories, half-hour sitcoms and national tragedies. I realized my accent was simply the accent of nowhere, the accent of a person who has no fixed home in his mind. (p. 94)”",,,Adolescence,"Interest, Nostalgic, Pensiveness",Douglas Coupland,Life After God,,"March 12, 2024 12:49 PM"
"“Asked a lot of questions. They thought that I was strange and didn’t know what to think about me. They reacted toward me like I was bragging about my life, but really I was just talking about my life. I had different views of life. AM loved her drama teacher in U.S. high school because she felt accepted and “we had an instant bond; she had travelled overseas too!” AM feels that if teachers knew more about TCKs, things would have been different for her in schools in the United States. “I never really put it together. I didn’t realize how different I was compared to others in North Carolina.””",,,"Adolescence, Middle adulthood, Young adulthood","Acceptance, Apprehension, Nostalgic",Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:49 PM"
"““It opened my eyes to other cultures. TCKs are connected to the world. You get to experience multiple cultures, sights, sounds, smells, the people, and experiences of living where you don’t know the language. You realize what the world can offer.”” ",international school,"TCK, third culture kids","Adolescence, Middle adulthood, Young adulthood",Interest,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:48 PM"
"““I knew the teachers as I grew up with them because my parents were also teachers there. Teachers were used to mobility of students and related well to their students; they were used to building a common bridge for all students there. Teachers took an interest in your life.” As a TCK, “I am open-minded and understanding because of this experience, and my social and personal skills are successful because of it. My experience was easier because I had two older sisters and caring parents.”” ",,TCK,Adolescence,Interest,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:48 PM"
"“Growing up in a culture that is very accepting. I bought into Puerto Rican culture and was accepted as Puerto Rican, even though I was born in an American family. But at times, it was also challenging as not everyone accepted me even though I was born in Puerto Rico.”",,,Adolescence,Acceptance,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:48 PM"
"““You mature quicker and are more independent; whereas the most challenging experience was coming to the United States and getting acquainted to schools, respect from teachers and being treated as a foreigner.” “Overseas, teachers were pretty good because they were around TCKs a lot; so we were the norm there.” Although EE experienced much back and forth in schooling, it is hard for him to remember the interactions at an early age. “When you meet a TCK, it feels good. There tends to be more of an instant connection, connections that tend to last a lifetime.”” ",,"TCK, third culture kids",Adolescence,"Interest, Nostalgic, Trust",Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:48 PM"
"““You never feel like you have a home, long-term friends and roots, but I wouldn’t change that. Starting school over and over was hard in new places.” BM’s most memorable schooling experiences overseas were in the Welsh schools, “strict discipline, sit up straight! and tapping you on the shoulder with a ruler, but they were constructivists and believed in wholistic education. However, in high school, I could not relate to British teachers and they yelled at us, even told us to shut up.” She has fond memories of her DODEA teachers;” ",DODEA,,Adolescence,"Acceptance, Distraction, Nostalgic",Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:48 PM"
"“Her definition of a TCK is An American child who grew up overseas, attending American schools overseas; not really an American kid, not really part of the other culture, in your own little world. But, I related to things differently, educational experiences and background were different. Being a TCK is “an opportunity of a lifetime!” Later on in life, reflecting on this lived experience, BM stated, “it is life-altering, seeing different ways of doing things, perceiving things differently. It completely defines you, separates you from those in the states. There are a million different ways to look at things.” BM’s most meaningful experiences were getting to travel to many places, living in other cultures, independence, and speaking other languages. Her most challenging experience was “settling down (between moves) with people and connections, then being ripped up and starting all over again.”” ","international school, language",TCK,Adolescence,Pensiveness,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:47 PM"
"““Being a TCK makes me feel instant connections when I meet another TCK. Being an only child with only one parent made a big impact on my life, and I had a lot of independence.””",,TCK,Adolescence,"Interest, Trust",Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:47 PM"
"“AM attended many different kinds of schools within the DODEA system. Of her time in the Philippines, Korea, Turkey, and Japan, AM liked Korea best because she felt the programs and schooling were most like the U.S.”",,"TCK, cultural difference, third culture kids",Adolescence,Interest,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:47 PM"
"““I’m home overseas, not a place in general, it’s a feeling. I want to go back overseas, it’s like a beacon.”",home,,Adolescence,,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:47 PM"
““we were very independent at young ages with taking local transportation. We had free rein by our parents. Our parents let us be independent. We would catch flights by ourselves (when we lived in Europe).””,parents,,Adolescence,,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:47 PM"
"““you never feel like you have a home, roots, but I wouldn’t change that.””",,,Adolescence,,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:47 PM"
"““The hardest for me was everyone didn’t live like we did. As a child, I thought everyone did this. As I got older, I thought this isn’t normal; but others thought I was fortunate.” This back and forth mobility lifestyle to New York caused TW to miss his friends in Puerto Rico, especially during summer vacation from school. “It was hectic trying to stay connected to friends in Puerto Rico and family in New York.” ",,,Adolescence,"Distraction, Nostalgic, Pensiveness",Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:47 PM"
"““I wouldn’t be who I am without these TCK experiences. My entire family, we are all travelers, it’s all about family. The TCK life helped me experience everything life has to offer.”” ",,"TCK, third culture kids",Young adulthood,,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:46 PM"
"“When EE returned to his birthplace, Okinawa, at the end of his senior year of high school, he remarked, “I had this feeling as if I was home. Living in the States had its pros and cons. But living near my grandparents in the United States for a few years was the one constant in my life, a form of stability!”” ",home,,Adolescence,,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:46 PM"
"“Relationships also played a key role in BM’s life; her twin sister is her best friend. BM describes her as “the consistent person in my life, she experienced what I experienced and shared the same feelings.””",,third culture kids,Adolescence,,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:46 PM"
"“As a matter of fact, “all the moves were hard on me especially with social issues.” Familial relationships were key in AM’s back and forth life. “Now, my mom is my best friend. Early in life I resented her, but now I appreciate her and my TCK life.”” ",mom,TCK,Adolescence,"Acceptance, Nostalgic, Trust",Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:46 PM"
"“Although AM lives in North Carolina, she explained, “I’m thinking of moving again! Each culture made me realize how different my life was.”” ",,,Adolescence,"Interest, Nostalgic",Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 12, 2024 12:46 PM"
"There is this cultural difference coming from overseas to the United States for schooling (as a TCK). You experience a lot of stereotypes. From my experiences in U.S. schools, teachers did not use my overseas experiences as lessons in the classrooms. There was an ignorance from teachers (particularly in high school) about cultures, especially Asian, and stereotypes of those cultures. Teachers were not welcoming to (curriculum) options other than what was written in textbooks. They did not use students as curriculum resources in learning. In the younger grades, I did not understand what was going on. But by eighth grade, I realized
that in general “something was missing” in my (U.S.) schooling experiences. I suppose a lot depends on the demographics of the school, community and teachers’ backgrounds as well as teachers’ knowledge of their students. Growing up in this (TCK) life and building trust with teachers is so important.",,,Adolescence,Sadness,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 11, 2024 6:28 PM"
My home is everywhere but nowhere; the world is my home.,home,TCK,Adolescence,,Enrique Espinetti,THE THIRD CULTURE KID (TCK) EXPERIENCE: ADULT-TCKS’ REFLECTIONS ON THEIR MULTICULTURAL CHILDHOOD ITS IMPACT ON STUDENT-TEACHER RELATIONSHIPS IN U.S. CLASSROOMS AND THEIR RECOMMEND,,"March 11, 2024 5:32 PM"
"They don’t have Scottish accents but they don’t have American accents, they’re kind of in the middle. They are in this fluid state of feeling at home wherever they are, and always being a little bit homesick for somewhere else",,"belonging, identity, third culture kids",Adolescence,"Acceptance, Nostalgic, Pensiveness",Elizabeth Wein,The best books on Third Culture Kids,,"March 11, 2024 5:25 PM"
"「I had some concert bootlegs where it sounded as if someone had thrown a heavy blanket over Kurt Cobain’s microphone. But these performances were urgent and crisp. I was amazed that there could be even more Nirvana in the world. I’d moved on from them at the apex of their fame. Now that they were no longer as popular as when I was in high school, I felt a nostalgic fondness for these songs.」 ",Nirvana,,Adolescence,"Amazement, Nostalgic",Hua Hsu,Stay True,,"March 11, 2024 3:45 PM"
"「School was easy and I was surrounded by people who liked or at least tolerated me. But I was stridently noncommittal to them. I always left myself an out, an escape hatch in case someone offered me a new adventure, the adventure I thought I deserved.」 ",,adolescence,Adolescence,"Interest, Nostalgic, Pensiveness",Hua Hsu,Stay True,,"March 11, 2024 3:41 PM"
"「My classes were largely filled with gregarious, chummy white people from beach towns on their way to becoming lawyers, so the greatest challenge involved summoning the courage to raise my hand once or twice a semester so that I wouldn’t fail the participation portion of our grade. 」",,"racial identity, racial representation",,,Hua Hsu,Stay True,,"March 11, 2024 3:35 PM"
"「Why did I insist on being so weird? What compelled me to always order the most unusual item on the menu? Wasn’t it all a ploy to be noticed by others? Especially, he would say accusingly, “artsy, alternative” girls? And hadn’t I briefly owned the first Pearl Jam album, too?」 ",,,Adolescence,"Interest, Nostalgic, Pensiveness",Hua Hsu,Stay True,,"March 10, 2024 5:27 PM"
"「We agreed to meet for a weekly, late-night dinner at Orchid, a Chinese restaurant a few blocks away from our dorm. It reminded me of family meals at home.」

—Stay True: A Memoir (Pulitzer Prize Winner)，作者：Hua Hsu
https://a.co/a7MMdPc",chopsticks,,Young adulthood,"Nostalgic, Serenity",Hua Hsu,Stay True,,"March 10, 2024 4:46 PM"
"Later still, I came to recognize that assimilation as a whole was a race toward a horizon that wasn’t fixed. The ideal was ever shifting, and your accent would never be quite perfect. It was a set of compromises sold to you as a contract. Assimilation was not a problem to be solved but the problem itself. ",,"assimilation, compromises, problem",Adolescence,Pensiveness,Hua Hsu,Stay True,,"March 9, 2024 5:33 PM"
"Cobain had been representative of something, but maybe not something of which I felt a part. He was outside the system, only I felt further outside it. I faxed my dad the night it happened. I couldn’t understand Cobain’s death by suicide. ","Kurt Cobain, Nirvana","belonging, isolation, punk-rock",Adolescence,Sadness,Hua Hsu,Stay True,,"March 9, 2024 5:32 PM"
"「I was matriculating into a world of abundance, where there was at least three of everything—used bookstores, record stores, vintage boutiques—within a four-block radius. I was an American child, and I was bored, and I was searching for my people.」 ",,,Adolescence,,Hua Hsu,Stay True,,"March 9, 2024 4:46 PM"
"「I was sixteen, and I wanted to be carried away. I would leave for college the next fall. I fantasized about going somewhere strange and new. Los Angeles wasn’t far enough. San Diego was lame. Seattle was far enough but in a useless direction. I didn’t like the idea of being landlocked. I felt too young for New York. Boston was lame, too. I was drawn to Johns Hopkins until I realized I wouldn’t be nearly as enamored with a school called “John Hopkins.”」 ",,,Adolescence,"Anticipation, Disgust, Interest",Hua Hsu,Stay True,,"March 9, 2024 4:42 PM"
"「A couple weeks later, I faxed my dad a copy of an article I wrote for the school paper about Cobain’s death and what it said about our generation. I was using the term loosely, since Cobain was ten years older than me. I believed there was something exceptional about our time, the pressures we faced, the struggles to remain content in aimless times.」",,,Adolescence,"Interest, Nostalgic, Pensiveness",Hua Hsu,Stay True,,"March 9, 2024 4:37 PM"
"「Like millions of other people, my first glimpse into the prospect of “alternative” culture came when I listened to Nirvana’s “Smells Like Teen Spirit” in 1991. I was thirteen. It was one of the greatest songs I had ever heard, mostly because it was the first great song I had chosen on my own.」 ",Nirvana,"alternative culture, music choice, personal preference",Adolescence,Nostalgic,Hua Hsu,Stay True,,"March 9, 2024 4:03 PM"
"「There comes a moment for the immigrant’s child when you realize that you and your parents are assimilating at the same time…Later still, I came to recognize that assimilation as a whole was a race toward a horizon that wasn’t fixed. The ideal was ever shifting, and your accent would never be quite perfect. It was a set of compromises sold to you as a contract. Assimilation was not a problem to be solved but the problem itself.」 ",,"accent, assimilation, identity",Adolescence,,Hua Hsu,Stay True,,"March 9, 2024 4:00 PM"
"「But one day, you realize that your parents speak with a mild accent, and that they have no idea what passive voice is. The next generation would acquire a skill on their behalf—one that we could also use against them. Commanding the language seemed like our only way of surpassing them.」 ",language,"accent, language",Adolescence,"Anticipation, Interest, Pensiveness",Hua Hsu,Stay True,,"March 9, 2024 3:52 PM"
"「On weekends, my parents drove to Taipei to seek out old tea shops and movie theaters they remembered from the 1950s and 1960s. They didn’t need maps. Decades away hadn’t dulled their memory of which stalls served the best baos. My parents grew younger in Taiwan; the humidity and food turned them into different people. I sometimes felt like an interloper as we sat on weathered, wooden stools and silently ate giant bowls of beef noodles that, were this America, would have prompted a romantic soliloquy about their childhood memories.」 ",,,Adolescence,"Interest, Nostalgic, Serenity",annonymous,Review of Fresh off the boat,,"March 9, 2024 3:49 PM"
"「The first generation thinks about survival; the ones that follow tell the stories.」 
",parents,,Adolescence,"Nostalgic, Pensiveness",Hua Hsu,Stay True,https://a.co/a7W1sZB,"March 9, 2024 3:40 PM"
"「I sometimes ran into classmates at the airport and realized that we were all there to drop our dads off at work.」 ",dad,"Pulitzer Prize Winner, adolescence, memoir",Adolescence,,Hua Hsu,Stay True,,"March 9, 2024 3:40 PM"
"「My parents eventually decided that he would move back to Taiwan, too. A job as an executive awaited him. Never again would he have to dye his hair or touch his golf clubs. We bought two fax machines.」 
",fax machine,"cultural, ethnicity, outsider",Middle adulthood,"Acceptance, Nostalgic",Hua Hsu,Stay True,,"March 9, 2024 3:38 PM"
"「As Silicon Valley boomed in the early 1990s, so, too, did Taiwan’s semiconductor industry. Soon, my parents’ friends began moving back after decades away, maintaining homes in two countries so their children could finish high school and go to college in the States.」 ",,,Early school years,,Hua Hsu,Stay True,,"March 9, 2024 3:37 PM"
"「Once I started middle school, I realized that my dad’s record buying had prepared me for the social hierarchies of recess.」",dad,,Adolescence,"Interest, Pensiveness",Hua Hsu,,,"March 9, 2024 3:34 PM"
"「Maybe this was what it meant to live in America. You could move around. You were afforded opportunities unavailable back home. You could refashion yourself a churchgoer, a pizza lover, an aficionado of classical music or Bob Dylan, a fan of the Dallas Cowboys because everyone else in the neighborhood seemed to be one.」 ",,,Young adulthood,Nostalgic,Hua Hsu,Stay True,,"March 9, 2024 3:24 PM"
"「Among the items that survived my parents’ frugal early years are weathered paperback copies of the best sellers Future Shock and The Pentagon Papers.」
",,"Pulitzer Prize Winner, cultural difference, memoir",Early school years,,Hua Hsu,Stay True,,"March 9, 2024 3:23 PM"
"I think I enjoy being different. Being in this marginal group doesn't bother me, as long as there is a group. But just like my students, the young people in America who grew up listening to Korean pop music and watching Japanese anime, these things have become mainstream in America. I think if a young Asian person grows up in America now, there would be more role models and they might have more confidence in their position in the culture.",,,"Adolescence, Middle adulthood, Young adulthood","Acceptance, Interest",Hua Hsu,Stay True,,"March 9, 2024 9:59 AM"
「Immigrants are often discussed in terms of a push-and-pull dynamic: something pushes you from home; something else pulls you far away.」,,"immigrants, push-and-pull dynamic",Adolescence,"Interest, Nostalgic, Pensiveness",Hua Hsu,Stay True,,"March 9, 2024 1:45 AM"
"「In fact, I was very bad at math. Like many immigrants who prized education, my parents retained faith in the mastery of technical fields, like the sciences, where answers weren’t left to interpretation. You couldn’t discriminate against the right answer. But I preferred to spend my time interpreting things.」",math,,Adolescence,"Interest, Pensiveness, Sadness",Hua Hsu,Stay True,,"March 9, 2024 1:31 AM"
"「WHEN MY FATHER MOVED to Taiwan, my family bought a pair of fax machines. In theory, this was so he could help me with my math homework. I was starting high school, where everything, from what instrument I played to the well roundedness of my transcript, suddenly seemed consequential.」",fax machine,,Adolescence,"Interest, Nostalgic",Hua Hsu,Stay True,,"March 9, 2024 1:30 AM"
"「The leap from sophomore to junior year of college suggested unprecedented new heights of poise and maturity. Back then, your emotions were always either very high or very low, unless you were bored, and nobody in human history had ever been this bored before.」",,,Adolescence,"Boredom, Nostalgic, Pensiveness",Hua Hsu,Stay True,,"March 8, 2024 5:34 PM"
"""Some background. I came to the states without any knowledge of engish and neither did my parents. It was some midwestern state in the early 1990s. In the school, there were 3 asians, and 1 black kid. From the very first episode to episode 8. I felt like my life was shown. I had the same infatuation with hiphop. My first album was Straight Outta Compton. PE and Ice Cube and Ice T were my favorite groups. I felt exactly as the series describe, it's not that the white folks were disrespectful to me (in fact there where at the beginning), but they just don't know what to do with a person of different race and culture. I could never truly be in the ""in crowd"". I found commonality in people who are different and music that's different, and most hiphop at that time was portraying rebellion against the establishment. To me, the establishment was white with Christian morales. That's not what I am about. I had 3 Asian kids in school who are straight A and musicians. I ain't about that nonsense. All through school, my best friend was a black kid and he was the one that introduced me to straight outta compton.""","Straight Outta Compton, hiphop","racial identity, racial representation","Adolescence, Middle adulthood, Young adulthood",Nostalgic,Hua Hsu,Stay True,https://www.imdb.com/title/tt3551096/reviews?spoiler=hide&sort=curated&dir=desc&ratingFilter=0,"March 8, 2024 10:06 AM"
"""“I switched from a school with a super welcoming new student program to a school where I was the first new kid in years,” she says. “Everyone knew everyone and no one knew me. [They were] in a bubble and being friends with the new girl from Amsterdam who didn't necessarily understand American fashion, and allegedly had an accent, was not one of their priorities.”""","accent, international school","accent, belonging, isolation",Adolescence,Nostalgic,Kate Mayberry,Third Culture Kids: Citizens of everywhere and nowhere,https://www.bbc.com/worklife/article/20161117-third-culture-kids-citizens-of-everywhere-and-nowhere,"March 8, 2024 12:55 AM"
"""“It’s definitely a lot easier [moving to] an international school because everyone’s in the same boat,” her son Chris recalls of that time. “Making friends when I moved back to Aberdeen at 16 was the hardest because everyone else there had been at school together since primary.”""",international school,"belonging, identity, third culture kids",Adolescence,Nostalgic,Kate Mayberry,Third Culture Kids: Citizens of everywhere and nowhere,https://www.bbc.com/worklife/article/20161117-third-culture-kids-citizens-of-everywhere-and-nowhere,"March 8, 2024 12:54 AM"
Home is ‘everywhere and nowhere’,home,"adolescence, third culture kids",Adolescence,Pensiveness,Kate Mayberry,Third Culture Kids: Citizens of everywhere and nowhere,https://www.bbc.com/worklife/article/20161117-third-culture-kids-citizens-of-everywhere-and-nowhere,"March 8, 2024 12:51 AM"
"however when I returned to Japan I suddenly felt like an outsider meaning I no longer felt a sense of belonging to the Japanese school community or Jaclyn Society for instance we often did an in-class activity called on look where each student reads a sentence or a paragraph aloud although it may seem like a simple task I still remember my heart beating rapidly as I actually waited for a turn on Dooku was my biggest nightmare
",,"in-class activity, judgment, outsider",Early school years,"Apprehension, Fear, Sadness",Canwen Xu,I Am Not Your Asian Stereotype | Canwen Xu | TEDxBoise,https://www.youtube.com/watch?v=_pUtz75lNaw,"March 8, 2024 12:24 AM"
I eat pasta with chopsticks.,chopsticks,"Asian stereotype, TEDxBoise, pasta with chopsticks",,"Amazement, Distraction, Interest",Canwen Xu,I Am Not Your Asian Stereotype | Canwen Xu | TEDxBoise,https://www.youtube.com/watch?v=_pUtz75lNaw,"March 8, 2024 12:22 AM"
"we aren't different enough to be loathed. We are in a perpetually grey zone, and society isn't quite sure what to do with us.",,"Asian stereotype, adolescence",Adolescence,"Acceptance, Pensiveness",Canwen Xu,I Am Not Your Asian Stereotype | Canwen Xu | TEDxBoise,https://www.youtube.com/watch?v=_pUtz75lNaw,"March 8, 2024 12:20 AM"
"I fixated on the lamest things people did,” he writes, delineating who he was by what he rejected — music by Oasis and Pearl Jam, anything “uncool” or “mainstream.” He identified as straight edge — no drugs, no alcohol, no cigarettes — less out of punk-rock principle than out of fear: “I couldn’t imagine letting down my inhibitions around people I’d be silently judging the whole time.”",,"fear, inhibitions, punk-rock principle",,"Acceptance, Distraction, Fear",Hua Hsu,Stay True,https://m.media-amazon.com/images/I/71KEWc1g6qL._SY522_.jpg,"March 7, 2024 11:51 PM"
